raw_csv_parameter_name,shape,direction,effect_range_yield_pct,shape_fold_consistency,direction_fold_consistency,evidence_label,reason,observed_x_min,observed_x_max
MEASURE_ET_DC_Big_Ft,threshold,n/a,0.9952,5/5,5/5,STRONG,"Shape consistent in 5/5 folds, direction in 5/5.",62.300139,76.920463
FIC_ET_DC_RF_Vt_gd,threshold,n/a,0.9949,5/5,5/5,STRONG,"Shape consistent in 5/5 folds, direction in 5/5.",64.479452,77.542355
THIN_ET_Ran_con_1,threshold,n/a,0.975,4/5,4/5,STRONG,"Shape consistent in 4/5 folds, direction in 4/5.",40.245341,53.996553
MEASURE_ET_DC_RF_S12dB_10GHz,threshold,n/a,0.9737,4/5,4/5,STRONG,"Shape consistent in 4/5 folds, direction in 4/5.",-31.878038,-17.806179
MEASURE_ET_RF_Modeling_S12dB_10GHz,threshold,n/a,0.9715,4/5,4/5,STRONG,"Shape consistent in 4/5 folds, direction in 4/5.",-31.007019,-17.706295
MEASURE_ET_DC_SEC_X_Vboff_Id_plus_Ig_FPSD3p2,threshold,n/a,0.936,4/5,4/5,STRONG,"Shape consistent in 4/5 folds, direction in 4/5.",49.192918,62.295072
MEASURE_ET_DC_SMALL_Vp_01,complex_nonmonotonic,n/a,0.9313,4/5,4/5,STRONG,"Shape consistent in 4/5 folds, direction in 4/5.",-1.385722,-0.710568
ANODE_ET_Probe_Number,threshold,n/a,0.9217,4/5,4/5,STRONG,"Shape consistent in 4/5 folds, direction in 4/5.",0.969216,5.117753
MEASURE_ET_R_f_tn_2,threshold,n/a,0.9215,4/5,4/5,STRONG,"Shape consistent in 4/5 folds, direction in 4/5.",60.347553,75.651584
MEASURE_ET_RF_Modeling_Lg,threshold,n/a,0.9205,5/5,5/5,STRONG,"Shape consistent in 5/5 folds, direction in 5/5.",17.957871,30.285443
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg1,threshold,positive,0.9045,5/5,5/5,STRONG,"Shape consistent in 5/5 folds, direction in 5/5.",77.562239,91.459224
MEASURE_ET_DC_RD_Id_Vbon_max,threshold,n/a,0.9035,4/5,4/5,STRONG,"Shape consistent in 4/5 folds, direction in 4/5.",89.39034,105.683734
MEASURE_ET_Rsh_an_ct2_OW_CR,threshold,n/a,0.877,5/5,5/5,STRONG,"Shape consistent in 5/5 folds, direction in 5/5.",101.122231,137.282672
MEASURE_ET_DC_RF_Vg_Vbon_max,threshold,n/a,0.8688,4/5,4/5,STRONG,"Shape consistent in 4/5 folds, direction in 4/5.",81.043984,96.68478
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_SD3p5,threshold,n/a,0.8541,4/5,4/5,STRONG,"Shape consistent in 4/5 folds, direction in 4/5.",7.036524,18.068532
TOPSIN_ET_KLV_F_AB_4u_FEMSO,threshold,n/a,0.8368,4/5,4/5,STRONG,"Shape consistent in 4/5 folds, direction in 4/5.",54.965843,69.644967
MEASURE_ET_DC_SEC_Vgs_0p1V,threshold,n/a,0.8355,4/5,4/5,STRONG,"Shape consistent in 4/5 folds, direction in 4/5.",12.655762,23.363347
THIN_ET_Rsh_TF_AB2,threshold,n/a,0.7719,4/5,4/5,STRONG,"Shape consistent in 4/5 folds, direction in 4/5.",100.058259,136.849806
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_neg_FPSD3p2,threshold,n/a,0.7523,4/5,4/5,STRONG,"Shape consistent in 4/5 folds, direction in 4/5.",92.39529,107.444921
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg2_FPSD3p2,threshold,n/a,0.7333,4/5,4/5,STRONG,"Shape consistent in 4/5 folds, direction in 4/5.",68.324895,81.581768
SIN_Thickness1_RefractiveIndex,threshold,n/a,0.6709,4/5,4/5,STRONG,"Shape consistent in 4/5 folds, direction in 4/5.",1.854869,2.041466
MEASURE_ET_Cap2pf,threshold,n/a,0.6363,5/5,5/5,STRONG,"Shape consistent in 5/5 folds, direction in 5/5.",0.477896,1.074994
THIN_ET_i5021_3,threshold,n/a,0.5918,5/5,5/5,STRONG,"Shape consistent in 5/5 folds, direction in 5/5.",78.146896,94.249921
MEASURE_ET_LT_SEC_Ileak_m12p5V_mA_mm,complex_nonmonotonic,n/a,4.2421,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",0.008134,0.351538
SIN_GATE_ET_lkg_SY8_80,complex_nonmonotonic,n/a,4.0835,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",0.007935,0.474625
TOPSIN_ET_lkg_C175pf,inverted_U,n/a,4.0626,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",0.009205,0.331944
MEASURE_ET_lkg_Cap_USV,complex_nonmonotonic,n/a,3.9247,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",0.008205,0.331299
FIC_ET_lkg_SY8_80,complex_nonmonotonic,n/a,3.8658,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",0.012786,0.349422
THIN_ET_lkg_5,inverted_U,n/a,3.7402,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",0.010165,0.553786
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,inverted_U,n/a,3.6485,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",0.007501,0.330495
TOPSIN_ET_lkg_Cap2,threshold,negative,3.6383,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",0.008814,0.451349
SIN_GATE_ET_lkg_5,complex_nonmonotonic,n/a,3.5393,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",0.012311,0.394211
TOPSIN_ET_lkg_Cap_USV,complex_nonmonotonic,n/a,3.4969,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",0.007605,0.559544
MEASURE_ET_lkg_70,complex_nonmonotonic,n/a,3.4722,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",0.007998,0.392597
TOPSIN_ET_lkg_C300pf,monotonic,negative,3.4459,1/5,5/5,MODERATE,"Shape consistent in 1/5 folds, direction in 5/5 -- majority but not unanimous.",0.005193,0.402989
OHMIC_ET_lkg_5,threshold,negative,3.3667,1/5,3/5,MODERATE,"Shape consistent in 1/5 folds, direction in 3/5 -- majority but not unanimous.",0.01257,0.379978
MEASURE_ET_LT_SEC_Ileak_m16p5V_mA_mm,monotonic,negative,3.3226,1/5,5/5,MODERATE,"Shape consistent in 1/5 folds, direction in 5/5 -- majority but not unanimous.",0.013416,0.465556
MEASURE_ET_lkg_C385pf,threshold,negative,3.278,3/5,5/5,MODERATE,"Shape consistent in 3/5 folds, direction in 5/5 -- majority but not unanimous.",0.011045,0.767281
MEASURE_ET_lkg_100,complex_nonmonotonic,n/a,3.1371,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",0.010662,0.351201
TOPSIN_ET_DC_SMALL_Vbgs_0p1,monotonic,positive,3.0604,0/5,3/5,MODERATE,"Shape consistent in 0/5 folds, direction in 3/5 -- majority but not unanimous.",19.725457,39.301844
SIN_ET_DC_RF_Vg_max_Vd_0p1,threshold,positive,2.9685,4/5,1/5,MODERATE,"Shape consistent in 4/5 folds, direction in 1/5 -- majority but not unanimous.",59.177348,76.382399
SIN_ET_DC_RF_Idss,complex_nonmonotonic,n/a,2.9532,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",256.92004,459.114907
MEASURE_ET_lkg_CapPARCAP,monotonic,negative,2.9511,1/5,3/5,MODERATE,"Shape consistent in 1/5 folds, direction in 3/5 -- majority but not unanimous.",0.01184,0.417623
MEASURE_ET_Rcat_cn_2,complex_nonmonotonic,n/a,2.9363,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",0.08765,0.304717
MEASURE_ET_lkg_C20,monotonic,negative,2.932,2/5,3/5,MODERATE,"Shape consistent in 2/5 folds, direction in 3/5 -- majority but not unanimous.",0.011797,0.340668
MEASURE_ET_lkg_70_at20V,monotonic,negative,2.8065,1/5,5/5,MODERATE,"Shape consistent in 1/5 folds, direction in 5/5 -- majority but not unanimous.",0.010513,0.420343
FIC_ET_DC_PIV_Drain_Lag_0,threshold,negative,2.7429,3/5,4/5,MODERATE,"Shape consistent in 3/5 folds, direction in 4/5 -- majority but not unanimous.",0.491858,12.388222
MEASURE_ET_DC_PIV_Drain_Lag_0,monotonic,negative,2.7365,1/5,5/5,MODERATE,"Shape consistent in 1/5 folds, direction in 5/5 -- majority but not unanimous.",0.491115,12.64175
MEASURE_ET_lkg_USV_Cap,monotonic,negative,2.7147,0/5,3/5,MODERATE,"Shape consistent in 0/5 folds, direction in 3/5 -- majority but not unanimous.",0.008469,0.372469
MEASURE_ET_LT_SEC_Vbgd1_Vd3,threshold,n/a,2.676,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",17.993868,37.238557
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_neg,monotonic,positive,2.6229,1/5,4/5,MODERATE,"Shape consistent in 1/5 folds, direction in 4/5 -- majority but not unanimous.",44.139275,55.787019
MEASURE_ET_Vbpin,complex_nonmonotonic,n/a,2.5845,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",21.836268,37.519182
THIN_ET_Rcat_cn_3,inverted_U,n/a,2.5743,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",0.086735,0.300026
BRGM_ET_KLV_F_M1_4u,complex_nonmonotonic,n/a,2.5735,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",377.802158,641.227249
MEASURE_ET_DC_SMALL_Vbgs1,threshold,positive,2.5724,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",17.068494,38.406961
THIN_ET_Rc_an_ct2_OW_CR,complex_nonmonotonic,n/a,2.5394,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",0.103437,0.297432
SIN_ET_DC_RF_Vbgs_0p01,complex_nonmonotonic,n/a,2.4859,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",20.908574,39.304845
FIC_ET_DC_PIV_Gate_Lag_0,monotonic,negative,2.4216,2/5,5/5,MODERATE,"Shape consistent in 2/5 folds, direction in 5/5 -- majority but not unanimous.",0.487842,9.028595
MEASURE_ET_DC_Stress_Id_max_Ig_after,complex_nonmonotonic,n/a,2.4174,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",-2.931567,7.376083
TOPSIN_ET_CapFICBRGM,complex_nonmonotonic,n/a,2.3729,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",394.491605,659.364435
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg3_SD3p5,complex_nonmonotonic,n/a,2.3142,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",14.129766,25.818761
SIN_GATE_ET_RGAN2,monotonic,positive,2.3085,1/5,5/5,MODERATE,"Shape consistent in 1/5 folds, direction in 5/5 -- majority but not unanimous.",89.600627,107.190262
OHMIC_ET_sh_GA142,monotonic,positive,2.3017,3/5,5/5,MODERATE,"Shape consistent in 3/5 folds, direction in 5/5 -- majority but not unanimous.",79.425985,95.689725
FIC_ET_G_per_25,monotonic,positive,2.2835,2/5,5/5,MODERATE,"Shape consistent in 2/5 folds, direction in 5/5 -- majority but not unanimous.",50.998517,63.853582
SIN_ET_DC_RF_Vbin_gd,complex_nonmonotonic,n/a,2.2823,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",18.392066,39.404163
SIN_ET_DC_RF_Ids_m0p2,threshold,n/a,2.2104,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",77.377765,92.905338
TOPSIN_ET_DC_RF_Vbgs_0p01,threshold,positive,2.1884,3/5,2/5,MODERATE,"Shape consistent in 3/5 folds, direction in 2/5 -- majority but not unanimous.",14.633323,38.918041
TOPSIN_ET_DC_SMALL_Vboff,monotonic,positive,2.1847,3/5,4/5,MODERATE,"Shape consistent in 3/5 folds, direction in 4/5 -- majority but not unanimous.",83.58793,96.404872
OHMIC_ET_Rsh_an_ct2,inverted_U,n/a,2.1758,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",97.306278,142.775838
TOPSIN_ET_DC_SMALL_Vdg_max_0p1,monotonic,positive,2.1746,2/5,4/5,MODERATE,"Shape consistent in 2/5 folds, direction in 4/5 -- majority but not unanimous.",76.101515,91.265805
OHMIC_ET_Ran_con_1,monotonic,positive,2.1651,3/5,5/5,MODERATE,"Shape consistent in 3/5 folds, direction in 5/5 -- majority but not unanimous.",89.618836,105.377415
CATHODE_ET_Rcat_cn_1,complex_nonmonotonic,n/a,2.1395,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",0.115327,0.31691
MEASURE_ET_sh_GA142_GN,monotonic,positive,2.1255,0/5,4/5,MODERATE,"Shape consistent in 0/5 folds, direction in 4/5 -- majority but not unanimous.",73.464791,90.086843
MEASURE_ET_DC_SEC_X_Vg_at_I2_neg_SD3p5,threshold,positive,2.1049,2/5,4/5,MODERATE,"Shape consistent in 2/5 folds, direction in 4/5 -- majority but not unanimous.",36.71901,49.22804
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_SD3p5,complex_nonmonotonic,n/a,2.0999,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",6.602633,16.533942
MEASURE_ET_DC_PIV_Idss_QP3,complex_nonmonotonic,n/a,2.0888,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",229.503054,481.706418
FIC_ET_DC_RF_Vbgd1,threshold,n/a,2.0486,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",20.136154,36.399374
FIC_ET_Vds_max,monotonic,positive,2.0417,3/5,4/5,MODERATE,"Shape consistent in 3/5 folds, direction in 4/5 -- majority but not unanimous.",59.407316,72.804495
MEASURE_ET_C100C500pf,complex_nonmonotonic,n/a,2.034,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",0.460329,1.126521
SIN_ET_DC_RF_Vt_gd,complex_nonmonotonic,n/a,2.0315,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",-0.179885,9.960147
TOPSIN_ET_C100Cap2pf,complex_nonmonotonic,n/a,2.0224,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",0.514262,1.203211
MEASURE_ET_DC_Stress_Idss_after,complex_nonmonotonic,n/a,2.0081,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",251.448463,462.668255
FIC_ET_DC_RF_Vbin_gd,complex_nonmonotonic,n/a,2.006,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",18.020412,37.922201
SIN_GATE_ET_Rc_OG142_GN,U_shape,n/a,1.999,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",0.097634,0.296971
MEASURE_ET_DC_RF_Vg_max_Vd,monotonic,positive,1.9896,3/5,5/5,MODERATE,"Shape consistent in 3/5 folds, direction in 5/5 -- majority but not unanimous.",57.183867,71.259228
MEASURE_ET_LT_SEC_Ig_Id_min_mA_mm_Vd7,monotonic,positive,1.9581,3/5,4/5,MODERATE,"Shape consistent in 3/5 folds, direction in 4/5 -- majority but not unanimous.",89.114823,103.623767
SIN_ET_DC_PIV_Gate_Lag_Idss,complex_nonmonotonic,n/a,1.9541,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",260.877763,478.202946
MEASURE_ET_DC_Big_Vg_optt1,monotonic,positive,1.948,2/5,3/5,MODERATE,"Shape consistent in 2/5 folds, direction in 3/5 -- majority but not unanimous.",56.527214,72.02143
MEASURE_ET_RF_Modeling_Rgs_err,complex_nonmonotonic,n/a,1.9426,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",54.591848,66.520038
MEASURE_ET_DC_SEC_S_Id_plus_Ig_at_Vboff_mA_mm_FPSD3p2,threshold,positive,1.9249,3/5,1/5,MODERATE,"Shape consistent in 3/5 folds, direction in 1/5 -- majority but not unanimous.",70.886743,87.309659
THIN_ET_DC_RF_Imax,complex_nonmonotonic,n/a,1.9237,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",486.061037,847.216932
MEASURE_ET_DC_SMALL_Imax,complex_nonmonotonic,n/a,1.9236,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",486.651451,870.499692
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg1_FPSD3p2,monotonic,positive,1.9216,2/5,4/5,MODERATE,"Shape consistent in 2/5 folds, direction in 4/5 -- majority but not unanimous.",54.70944,69.83331
MEASURE_ET_LT_SEC_Id_min_mA_mm,complex_nonmonotonic,n/a,1.9164,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",5.52156,15.968742
MEASURE_ET_DC_SEC_X_Ron,threshold,positive,1.9148,4/5,3/5,MODERATE,"Shape consistent in 4/5 folds, direction in 3/5 -- majority but not unanimous.",33.869089,47.271447
FIC_ET_C200_0S1,complex_nonmonotonic,n/a,1.9058,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",0.484656,1.180958
MEASURE_ET_DC_SEC_Gm_max,complex_nonmonotonic,n/a,1.8992,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",389.716541,658.470636
MEASURE_ET_RF_Modeling_Delta_S21_19G,monotonic,positive,1.8935,2/5,5/5,MODERATE,"Shape consistent in 2/5 folds, direction in 5/5 -- majority but not unanimous.",12.332104,17.574051
SIN_ET_DC_RF_Vt_gs,threshold,n/a,1.8895,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",89.973252,108.742615
TOPSIN_ET_Load_Pull_Vg,monotonic,positive,1.8894,3/5,5/5,MODERATE,"Shape consistent in 3/5 folds, direction in 5/5 -- majority but not unanimous.",83.655554,99.92383
FIC_ET_DC_RF_Vg_gm_max,complex_nonmonotonic,n/a,1.8366,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",366.409407,657.544071
BRGM_ET_F_AB,complex_nonmonotonic,n/a,1.8259,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",401.297229,648.941423
FIC_ET_R_f_tn_2,monotonic,positive,1.8252,0/5,3/5,MODERATE,"Shape consistent in 0/5 folds, direction in 3/5 -- majority but not unanimous.",79.408173,95.912661
EBCR2_ET_Ids_EBCR_recess_current,monotonic,positive,1.817,0/5,4/5,MODERATE,"Shape consistent in 0/5 folds, direction in 4/5 -- majority but not unanimous.",47.472825,59.394042
MEASURE_ET_ABVIETCH,monotonic,positive,1.816,2/5,5/5,MODERATE,"Shape consistent in 2/5 folds, direction in 5/5 -- majority but not unanimous.",19.637112,30.898663
MEASURE_ET_DC_RF_Min_S21_Ph_L2180,complex_nonmonotonic,n/a,1.8092,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",12.358942,17.69335
MEASURE_ET_DC_SEC_Vg_gm_max,complex_nonmonotonic,n/a,1.8049,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",383.317696,651.423872
THIN_ET_DC_RF_Vg_max_Vd,complex_nonmonotonic,n/a,1.7986,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",22.528974,34.790111
MEASURE_ET_RF_Modeling_Vg_gm_max_W,complex_nonmonotonic,n/a,1.7876,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",405.516644,668.828268
MEASURE_ET_DC_Stress_Vg_max_Ig_after,monotonic,positive,1.785,0/5,3/5,MODERATE,"Shape consistent in 0/5 folds, direction in 3/5 -- majority but not unanimous.",58.156682,70.056552
MEASURE_ET_DC_Stress_Gm_max_after,complex_nonmonotonic,n/a,1.7782,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",395.157925,653.736053
MEASURE_ET_DC_SMALL_Gm_0,complex_nonmonotonic,n/a,1.777,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",414.245487,669.788831
FIC_ET_Gm_max,complex_nonmonotonic,n/a,1.768,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",380.09455,666.026038
MEASURE_ET_DC_SMALL_n_gs,threshold,positive,1.7659,4/5,2/5,MODERATE,"Shape consistent in 4/5 folds, direction in 2/5 -- majority but not unanimous.",37.057899,49.896381
FIC_ET_Bad_Gates,complex_nonmonotonic,n/a,1.7512,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",10.545883,19.607375
MEASURE_ET_Load_Pull_Pout_W_last,threshold,positive,1.7488,4/5,3/5,MODERATE,"Shape consistent in 4/5 folds, direction in 3/5 -- majority but not unanimous.",27.130529,33.775091
MEASURE_ET_DC_RF_Vbgs1,monotonic,positive,1.7458,0/5,4/5,MODERATE,"Shape consistent in 0/5 folds, direction in 4/5 -- majority but not unanimous.",19.21975,34.983238
FIC_ET_DC_RF_Vg_optt,threshold,positive,1.7448,3/5,2/5,MODERATE,"Shape consistent in 3/5 folds, direction in 2/5 -- majority but not unanimous.",86.060716,104.033849
MEASURE_ET_DC_RF_Min_S21_Freq_L1018,threshold,positive,1.7333,4/5,2/5,MODERATE,"Shape consistent in 4/5 folds, direction in 2/5 -- majority but not unanimous.",11.978425,17.457704
MEASURE_ET_USV_Cappf_0,complex_nonmonotonic,n/a,1.7315,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",0.499208,1.161056
SIN_ET_DC_PIV_Imax_QP2,complex_nonmonotonic,n/a,1.731,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",527.249927,833.051256
FIC_ET_DC_RF_Vbin_gs,monotonic,positive,1.7278,1/5,4/5,MODERATE,"Shape consistent in 1/5 folds, direction in 4/5 -- majority but not unanimous.",19.028184,39.982557
MEASURE_ET_RF_Modeling_Rd,monotonic,positive,1.7277,0/5,4/5,MODERATE,"Shape consistent in 0/5 folds, direction in 4/5 -- majority but not unanimous.",69.756992,85.260208
OHMIC_ET_R314,threshold,n/a,1.724,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",27.603882,38.72437
MEASURE_ET_KLV_F_AB_4u,monotonic,positive,1.7176,0/5,3/5,MODERATE,"Shape consistent in 0/5 folds, direction in 3/5 -- majority but not unanimous.",56.815819,71.695967
MEASURE_ET_DC_PIV_Ids0_QP1,threshold,n/a,1.7165,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",-3.673685,5.340009
MEASURE_ET_DC_SEC_X_Vg_at_I2_neg_FPSD3p2,threshold,positive,1.7113,3/5,4/5,MODERATE,"Shape consistent in 3/5 folds, direction in 4/5 -- majority but not unanimous.",70.917633,83.518616
MEASURE_ET_DC_PIV_Ids1_QP2,monotonic,positive,1.7107,1/5,3/5,MODERATE,"Shape consistent in 1/5 folds, direction in 3/5 -- majority but not unanimous.",91.96423,108.449225
TOPSIN_ET_Vdg_max,monotonic,positive,1.7061,1/5,3/5,MODERATE,"Shape consistent in 1/5 folds, direction in 3/5 -- majority but not unanimous.",78.122581,92.574595
THIN_ET_R_f_tn_2,threshold,n/a,1.6921,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",46.460676,60.781484
FIC_ET_Vd_at_Id_cut_cond,threshold,n/a,1.6919,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",90.949408,107.809555
MEASURE_ET_DC_RD_S11dB_18GHz,complex_nonmonotonic,n/a,1.6911,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",-17.409754,-6.404959
TOPSIN_ET_DC_RF_Vp_01,complex_nonmonotonic,n/a,1.6874,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",-1.359822,-0.721499
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_pos_FPSD3p2,threshold,n/a,1.6852,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",38.100859,50.232188
TOPSIN_ET_DC_SMALL_Vbin_gs,threshold,positive,1.6777,3/5,2/5,MODERATE,"Shape consistent in 3/5 folds, direction in 2/5 -- majority but not unanimous.",18.055696,36.528892
GATE2_CD_Gate_Leg_Length,complex_nonmonotonic,n/a,1.6734,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",0.143534,0.367447
MEASURE_ET_DC_RD_S11ang_18GHz,complex_nonmonotonic,n/a,1.6461,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",-17.427147,-6.191996
MEASURE_ET_DC_Stress_Stress_time,monotonic,positive,1.6427,0/5,3/5,MODERATE,"Shape consistent in 0/5 folds, direction in 3/5 -- majority but not unanimous.",47.672996,59.933961
TOPSIN_ET_C300pf,complex_nonmonotonic,n/a,1.6372,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",0.494345,1.051532
