raw_csv_parameter_name,relationship_class,direction,turning_point_1,turning_point_2,beneficial_range,harmful_range,effect_size_yield_pct,shape_fold_consistency,n_fold_curves_used,linear_cv_rmse,spline_cv_rmse,rmse_improvement_pct,linear_cv_r2,spline_cv_r2,folds_spline_better,nonlinear_advantage,evidence_label,reason,n_train_rows_used
MEASURE_ET_R_400_HOR,SATURATION,positive,85.840624,,90.96 to 95.67,84.87 to 87.36,3.3547,4/5,5,2.1964,2.1769,0.891,0.0491,0.0644,4/5,False,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0644).,1200
TOPSIN_ET_DC_PIV_Drain_Lag_1,THRESHOLD,negative,8.025756,,1.864 to 7.269,7.485 to 10.3,3.3458,4/5,5,2.1068,2.022,4.021,0.1259,0.1916,4/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.1916).,1200
THIN_ET_DC_RF_Vbgd1,THRESHOLD,negative,22.527919,,24.6 to 34.77,20.08 to 24.22,3.3445,5/5,5,2.2134,2.1567,2.561,0.0344,0.0827,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0827).,1200
MEASURE_ET_C100C500pf,COMPLEX_NONLINEAR,n/a,0.774864,0.863027,0.7694 to 0.8906,0.9016 to 1.012,3.3407,5/5,5,2.2392,2.148,4.077,0.0125,0.0908,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0908).,1200
MEASURE_ET_C100CapFICBRGM,COMPLEX_NONLINEAR,n/a,484.737569,560.853794,575.5 to 634,505.2 to 569.6,3.3381,5/5,5,2.2505,2.1528,4.344,0.0014,0.0878,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0878).,1200
TOPSIN_ET_C100Cap2pf,SATURATION,negative,0.951871,,0.5898 to 0.745,0.9208 to 0.9933,3.3303,5/5,5,2.2185,2.1678,2.287,0.0316,0.0755,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0755).,1200
BRGM_ET_TR_1F,COMPLEX_NONLINEAR,n/a,500.724867,574.646482,441 to 503.6,509.3 to 577.5,3.3257,5/5,5,2.2491,2.1765,3.23,0.0035,0.0675,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0675).,1200
MEASURE_ET_lkg_10,THRESHOLD,negative,0.142219,,0.02449 to 0.1262,0.1315 to 0.2332,3.3176,5/5,5,1.9341,1.9049,1.508,0.2494,0.2677,3/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.2677).,1200
FIC_ET_Gm_m2,COMPLEX_NONLINEAR,n/a,510.123999,568.014722,582.5 to 646.2,513 to 576.7,3.3009,5/5,5,2.2442,2.1506,4.17,0.0073,0.0877,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0877).,1200
MEASURE_ET_DC_Big_S11ang_10GHz,SATURATION,negative,-15.553754,,-16.23 to -14.1,-13.9 to -8.661,3.2968,5/5,5,2.2323,2.208,1.091,0.0195,0.0421,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0421).,1200
FIC_ET_C200_0S1,SATURATION,negative,0.979234,,0.5172 to 0.6841,0.6969 to 1.018,3.2936,5/5,5,2.2181,2.1908,1.231,0.0311,0.0519,3/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0519).,1200
MEASURE_ET_C300FB_0,PROCESS_WINDOW,n/a,0.701273,,0.6098 to 0.927,0.9392 to 1.049,3.2611,4/5,5,2.2637,2.1386,5.526,-0.009,0.0927,5/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0927).,1200
MEASURE_ET_DC_RF_Idss,COMPLEX_NONLINEAR,n/a,326.56843,374.919116,387 to 449.9,333.8 to 382.2,3.2556,5/5,5,2.2421,2.1898,2.333,0.0092,0.0556,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0556).,1200
THIN_ET_OHMC,COMPLEX_NONLINEAR,n/a,33.633145,35.981118,31.15 to 33.76,34.02 to 36.89,3.2552,5/5,5,2.2411,2.1643,3.426,0.0093,0.0746,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0746).,1200
MEASURE_ET_VIA_KLV,SATURATION,positive,2.074545,,8.194 to 10.73,1.728 to 7.963,3.2546,5/5,5,2.2364,2.2213,0.676,0.0166,0.0292,4/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0292).,1200
SIN_ET_DC_PIV_Idss_QP3,COMPLEX_NONLINEAR,n/a,332.709052,389.099469,391.4 to 447.8,339.8 to 386.7,3.2496,5/5,5,2.2506,2.1988,2.3,0.0019,0.0463,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0463).,1200
TOPSIN_ET_C500pf,COMPLEX_NONLINEAR,n/a,28.863974,30.881982,31.79 to 33.81,29.57 to 31.59,3.2489,5/5,5,2.2378,2.1706,3.002,0.0125,0.0716,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0716).,1200
MEASURE_ET_DC_PIV_Drain_Lag_0,PROCESS_WINDOW,n/a,5.145829,,2.05 to 7.003,7.251 to 11.46,3.2471,4/5,5,2.1358,2.0695,3.106,0.1008,0.1545,5/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.1545).,1200
MEASURE_ET_DC_Big_S21ang_10GHz,COMPLEX_NONLINEAR,n/a,14.196879,15.039661,15.2 to 16.67,14.46 to 15.09,3.247,5/5,5,2.2447,2.1688,3.382,0.0076,0.0742,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0742).,1200
FIC_ET_DC_RF_Imax,COMPLEX_NONLINEAR,n/a,630.945606,715.75883,570.9 to 641.5,648.6 to 733.4,3.2437,5/5,5,2.254,2.147,4.747,-0.0021,0.0924,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0924).,1200
MEASURE_ET_DC_SEC_Idss,COMPLEX_NONLINEAR,n/a,330.627366,377.906539,394.5 to 446.5,342.4 to 389.7,3.2203,5/5,5,2.2523,2.1498,4.551,-0.0002,0.0874,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0874).,1200
MEASURE_ET_Cap1pf_0,SATURATION,negative,0.94407,,0.7803 to 0.9045,0.656 to 0.769,3.2162,5/5,5,2.2559,2.1543,4.503,-0.0026,0.0899,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0899).,1200
MEASURE_ET_DC_RF_S21ang_10GHz,SATURATION,positive,13.646798,,14.18 to 17.49,12.88 to 14.06,3.2116,5/5,5,2.2045,2.18,1.112,0.0435,0.0621,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0621).,1200
MEASURE_ET_DC_PIV_Imax_QP3,COMPLEX_NONLINEAR,n/a,633.550758,708.854376,582.2 to 650.7,657.5 to 739.7,3.2101,5/5,5,2.2539,2.1385,5.119,-0.0016,0.1003,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.1003).,1200
TOPSIN_ET_Cap2pf_0,SATURATION,negative,1.002606,,0.6284 to 0.9412,0.9523 to 1.031,3.2045,5/5,5,2.2481,2.1995,2.163,0.0053,0.0444,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0444).,1200
TOPSIN_ET_R114,U_SHAPED,n/a,10.704097,,6.206 to 7.59,7.821 to 11.74,3.2006,5/5,5,2.2357,2.1609,3.343,0.0155,0.0813,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0813).,1200
MEASURE_ET_DC_SEC_X_Id_plus_Ig_at_Vboff_mA_mm_SD3p5,COMPLEX_NONLINEAR,n/a,13.901022,16.377448,14.46 to 16.72,11.76 to 14.24,3.1924,5/5,5,2.242,2.1372,4.675,0.0095,0.0959,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0959).,1200
MEASURE_ET_CapFICM1,THRESHOLD,positive,0.984838,,0.6515 to 0.9592,0.6003 to 0.6413,3.1863,5/5,5,2.2549,2.1516,4.582,-0.0005,0.0861,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0861).,1200
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_neg_FPSD3p2,PROCESS_WINDOW,n/a,43.935293,,40.93 to 45.16,45.38 to 47.39,3.1821,4/5,5,2.2549,2.1644,4.013,-0.002,0.072,4/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0720).,1200
TOPSIN_ET_DC_SMALL_Id_gm_max,COMPLEX_NONLINEAR,n/a,506.95813,569.029561,577.5 to 633.9,509.8 to 571.9,3.1787,5/5,5,2.2488,2.1758,3.246,0.0032,0.0631,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0631).,1200
MEASURE_ET_DC_SEC_Imax_6V,COMPLEX_NONLINEAR,n/a,614.733036,714.625604,741.5 to 818.4,641.6 to 733.8,3.1509,5/5,5,2.2549,2.1602,4.2,-0.0026,0.0785,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0785).,1200
MEASURE_ET_DC_RF_Vg_max_Vd_0p1mA,COMPLEX_NONLINEAR,n/a,63.524071,66.789674,67.14 to 69.71,64.11 to 66.91,3.149,5/5,5,2.238,2.1714,2.978,0.0114,0.0642,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0642).,1200
SIN_ET_DC_PIV_Gate_Lag_Imax,COMPLEX_NONLINEAR,n/a,652.585154,720.449179,737.4 to 805.3,662.8 to 730.6,3.1345,5/5,5,2.24,2.1509,3.977,0.01,0.0855,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0855).,1200
MEASURE_ET_DC_SMALL_Ids_m0p2,COMPLEX_NONLINEAR,n/a,-1.42938,0.538113,-2.118 to -0.544,2.014 to 4.375,3.1272,5/5,5,2.2069,2.1455,2.783,0.0392,0.0903,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0903).,1200
TOPSIN_ET_Vds_max,SATURATION,positive,30.675239,,25.27 to 27.52,27.75 to 30,3.1208,4/5,5,2.2435,2.2238,0.877,0.0079,0.0146,3/5,False,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0146).,1200
FIC_ET_DC_PIV_Drain_Lag_1,INVERTED_U,n/a,4.398637,,3.048 to 7.411,7.618 to 10.11,3.1197,5/5,5,2.1799,2.1202,2.736,0.0656,0.1176,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.1176).,1200
TOPSIN_ET_C100Cap1pf,INVERTED_U,n/a,0.901152,,0.5859 to 0.8403,0.8514 to 1.006,3.1169,4/5,5,2.2336,2.0307,9.083,0.0187,0.1714,4/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.1714).,1200
SIN_ET_DC_RF_Imax,COMPLEX_NONLINEAR,n/a,626.156775,704.693468,579.7 to 651.1,658.3 to 722.5,3.1128,5/5,5,2.2507,2.0898,7.148,0.0011,0.1401,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.1401).,1200
MEASURE_ET_R_f_hr_2,COMPLEX_NONLINEAR,n/a,27.381215,30.079126,29.98 to 32.47,24.37 to 25.82,3.1108,4/5,5,2.2463,2.1749,3.177,0.0058,0.0708,5/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0708).,1200
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg1,COMPLEX_NONLINEAR,n/a,55.868285,58.15268,53.96 to 56,50.92 to 53.71,3.1064,5/5,5,2.2459,2.1302,5.156,0.0052,0.1008,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.1008).,1200
SIN_ET_DC_RF_Vg_optt2,THRESHOLD,negative,20.539976,,17.06 to 18.94,19.13 to 20.63,3.0983,4/5,5,2.2432,2.1887,2.433,0.0085,0.0559,5/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0559).,1200
MEASURE_ET_DC_SMALL_Imax,COMPLEX_NONLINEAR,n/a,641.350209,713.638118,587.1 to 652.2,659.4 to 738.9,3.096,5/5,5,2.2514,2.1361,5.12,0.0003,0.1009,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.1009).,1200
FIC_ET_HIRS,SATURATION,positive,54.789164,,57.42 to 63.95,54.16 to 57.17,3.091,5/5,5,2.2128,2.1957,0.773,0.0347,0.0494,5/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0494).,1200
MEASURE_ET_lkg_C300,THRESHOLD,negative,0.115665,,0.02267 to 0.1273,0.1331 to 0.2493,3.0864,4/5,5,2.0029,1.9409,3.092,0.1946,0.2381,5/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.2381).,1200
MEASURE_ET_C100Cap1pf,COMPLEX_NONLINEAR,n/a,0.680298,0.800895,0.7949 to 0.9396,0.9516 to 1.012,3.0754,5/5,5,2.2585,2.1592,4.397,-0.0044,0.0814,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0814).,1200
MEASURE_ET_DC_RF_Min_S21_Freq_L1002,SATURATION,positive,16.531414,,15.86 to 17.2,12.85 to 15.75,3.0738,5/5,5,2.2036,2.1952,0.382,0.0456,0.0504,3/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0504).,1200
FIC_ET_DC_RF_Vbgs_0p1,SATURATION,positive,32.866334,,30.02 to 34.37,21.31 to 29.68,3.0733,4/5,5,2.2101,2.1708,1.775,0.0395,0.0763,4/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0763).,1200
MEASURE_ET_DC_PIV_Drain_Lag_Imax,COMPLEX_NONLINEAR,n/a,636.266097,708.062843,733.2 to 819.3,654.2 to 726,3.0724,5/5,5,2.2482,2.1618,3.846,0.0028,0.0788,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0788).,1200
CATHODE_ET_Rcat_cn_1,COMPLEX_NONLINEAR,n/a,0.231635,0.274015,0.1449 to 0.2374,0.2413 to 0.2875,3.0652,5/5,5,2.2163,2.1176,4.455,0.0301,0.1164,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.1164).,1200
THIN_ET_lkg_PAD_10,MONOTONIC_NEGATIVE,negative,,,0.02481 to 0.1279,0.1358 to 0.3341,3.0606,5/5,5,1.9591,1.9138,2.308,0.2288,0.2608,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.2608).,1200
THIN_ET_DC_RF_Vbgd_0p01,SATURATION,positive,23.149256,,26.12 to 35.04,20.55 to 25.75,3.0526,4/5,5,2.1383,2.1385,-0.009,0.0972,0.0962,3/5,False,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0962).,1200
MEASURE_ET_LT_SEC_Ileak_m12p5V_mA_mm,THRESHOLD,negative,0.095799,,0.02434 to 0.1348,0.1413 to 0.2777,3.0392,5/5,5,1.9536,1.8618,4.698,0.2304,0.2981,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.2981).,1200
MEASURE_ET_Cap2pf_0,SATURATION,negative,0.949964,,0.5635 to 0.9031,0.9148 to 1.02,3.0376,5/5,5,2.2352,2.2132,0.981,0.0182,0.037,5/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0370).,1200
FIC_ET_R_f_tn_2,SATURATION,positive,92.449022,,87.56 to 92.99,82.4 to 87.29,3.0281,5/5,5,2.1984,2.1778,0.939,0.0431,0.0585,4/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0585).,1200
MEASURE_ET_DC_SEC_Vbin_gs,COMPLEX_NONLINEAR,n/a,23.604053,26.773241,28.71 to 33.64,24.13 to 28.36,3.0241,5/5,5,2.2193,2.0879,5.922,0.0279,0.1374,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.1374).,1200
TOPSIN_ET_DC_RF_Gm_0,COMPLEX_NONLINEAR,n/a,503.793637,582.217718,573.8 to 629.8,506.6 to 568.2,3.0231,5/5,5,2.2398,2.1945,2.023,0.0115,0.0491,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0491).,1200
OHMIC_ET_Rc_an_ct2,COMPLEX_NONLINEAR,n/a,0.154927,0.193968,0.1923 to 0.2281,0.2314 to 0.2672,3.0226,5/5,5,2.2159,2.1148,4.563,0.0311,0.1203,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.1203).,1200
TOPSIN_ET_Ids_m2,PROCESS_WINDOW,n/a,46.565658,,44.12 to 47.15,47.38 to 49.01,3.0185,5/5,5,2.2525,2.1851,2.991,-0.0004,0.0537,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0537).,1200
ANODE_ET_Rc_an_ct2_OW_CR,SATURATION,negative,0.263373,,0.1389 to 0.2371,0.2406 to 0.2756,3.0117,5/5,5,2.2022,2.1449,2.602,0.0442,0.0964,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0964).,1200
ANODE_ET_Rc_an_ct2,PROCESS_WINDOW,n/a,0.222053,,0.1613 to 0.2336,0.2368 to 0.273,2.9889,5/5,5,2.208,2.1163,4.152,0.0394,0.118,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.1180).,1200
MEASURE_ET_DC_SEC_X_Vboff_Id_SD3p5,SATURATION,positive,77.388642,,79.18 to 88.27,75.6 to 78.85,2.9863,4/5,5,2.2097,2.2079,0.08,0.0361,0.0364,2/5,False,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0364).,1200
MEASURE_ET_DC_RF_Ft_W,COMPLEX_NONLINEAR,n/a,81.454962,83.917177,84.87 to 88.43,81.04 to 84.6,2.984,5/5,5,2.211,2.1859,1.136,0.0354,0.0547,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0547).,1200
THIN_ET_DC_RF_Vg_gm_max,COMPLEX_NONLINEAR,n/a,494.254894,558.334026,578.7 to 637,503 to 572.9,2.9807,5/5,5,2.2514,2.15,4.505,0.0009,0.0902,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0902).,1200
TOPSIN_ET_CapPARCAP_0,COMPLEX_NONLINEAR,n/a,0.167984,0.207062,0.1769 to 0.223,0.2266 to 0.2763,2.9745,5/5,5,2.2145,2.1703,1.996,0.0305,0.0679,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0679).,1200
MEASURE_ET_LT_SEC_Vbgd1_Vd3,COMPLEX_NONLINEAR,n/a,29.612718,33.79393,25.95 to 34.32,20.73 to 25.61,2.9701,5/5,5,2.1562,2.0948,2.845,0.0827,0.1312,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.1312).,1200
BRGM_ET_ABVIETCH,COMPLEX_NONLINEAR,n/a,508.341881,566.414071,580.9 to 633.2,505.4 to 575.1,2.9652,5/5,5,2.2486,2.1612,3.888,0.0025,0.0738,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0738).,1200
THIN_ET_Vbpin,THRESHOLD,positive,28.426515,,27.67 to 33.42,21.61 to 27.37,2.9592,4/5,5,2.1329,1.9846,6.956,0.1014,0.214,5/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.2140).,1200
MEASURE_ET_lkg_SY07_10,THRESHOLD,negative,0.126811,,0.02325 to 0.1435,0.1502 to 0.2838,2.94,5/5,5,2.0452,2.0136,1.548,0.1637,0.1877,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.1877).,1200
MEASURE_ET_DC_PIV_Idss_QP3,COMPLEX_NONLINEAR,n/a,334.799331,381.618562,398 to 449.5,346.5 to 393.3,2.9333,5/5,5,2.2488,2.1755,3.262,0.0033,0.0667,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0667).,1200
SIN_ET_DC_PIV_Gate_Lag_Idss,COMPLEX_NONLINEAR,n/a,325.043485,383.073407,394.2 to 447.8,336.2 to 389.8,2.9331,5/5,5,2.2494,2.1539,4.244,0.0028,0.0865,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0865).,1200
FIC_ET_DC_PIV_Gate_Lag_1,PROCESS_WINDOW,n/a,4.107014,,0.8291 to 4.95,5.137 to 8.134,2.925,5/5,5,2.1481,2.0986,2.307,0.0918,0.1336,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.1336).,1200
MEASURE_ET_DC_RF_CF_S12_Mag_L2180,THRESHOLD,positive,16.333525,,13.8 to 14.85,12.94 to 13.7,2.9249,4/5,5,2.2526,2.1796,3.239,0.0003,0.0645,5/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0645).,1200
THIN_ET_Rc_OG142,PROCESS_WINDOW,n/a,0.189947,,0.1474 to 0.2163,0.2204 to 0.2852,2.924,4/5,5,2.1896,2.1232,3.033,0.0534,0.1065,4/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.1065).,1200
MEASURE_ET_USV_Cappf,COMPLEX_NONLINEAR,n/a,0.68494,0.78015,0.7861 to 0.9289,0.9408 to 1.012,2.9236,5/5,5,2.2624,2.1382,5.491,-0.0085,0.0967,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0967).,1200
FIC_ET_sh_GA142,COMPLEX_NONLINEAR,n/a,46.594852,48.29371,48.9 to 52.54,47.44 to 48.66,2.9166,5/5,5,2.2257,2.1722,2.406,0.0238,0.0722,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0722).,1200
MEASURE_ET_C300,SATURATION,negative,0.978549,,0.6565 to 0.8094,0.5801 to 0.6456,2.913,5/5,5,2.2514,2.2018,2.202,0.0027,0.0457,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0457).,1200
TOPSIN_ET_Load_Pull_Gain_comp_Last,U_SHAPED,n/a,14.084711,,14.25 to 17.07,12.68 to 14.14,2.9007,4/5,5,2.2073,2.1911,0.737,0.0422,0.0513,3/5,False,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0513).,1200
MEASURE_ET_RF_Modeling_Vth,SATURATION,positive,9.001911,,1.941 to 3.33,3.562 to 8.886,2.8986,5/5,5,2.2561,2.2331,1.018,-0.0039,0.0145,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0145).,1200
MEASURE_ET_DC_Stress_Gm_max_before,COMPLEX_NONLINEAR,n/a,475.722434,539.405082,568.6 to 627,494.3 to 563.3,2.8934,5/5,5,2.236,2.1583,3.474,0.0151,0.0858,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0858).,1200
MEASURE_ET_DC_SMALL_Idss,COMPLEX_NONLINEAR,n/a,340.461341,384.712548,392.1 to 456,264.3 to 303.6,2.8892,5/5,5,2.2392,2.2091,1.341,0.0117,0.0357,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0357).,1200
MEASURE_ET_DC_RF_Vbgd_0p01,THRESHOLD,positive,30.900147,,29.05 to 34.23,19.79 to 28.68,2.8891,5/5,5,2.1979,2.1898,0.371,0.0504,0.0562,3/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0562).,1200
SIN_ET_DC_PIV_Drain_Lag_Idss,COMPLEX_NONLINEAR,n/a,338.66423,385.57245,392.6 to 439.5,341 to 387.9,2.8861,5/5,5,2.2521,2.1754,3.406,0.0,0.0645,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0645).,1200
MEASURE_ET_DC_RD_Ft,COMPLEX_NONLINEAR,n/a,24.710514,31.033449,28.97 to 31.88,22.64 to 25.8,2.8719,5/5,5,2.2267,2.1668,2.69,0.0229,0.0748,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0748).,1200
MEASURE_ET_C100C175pf,SATURATION,negative,0.998515,,0.7149 to 0.958,0.6222 to 0.7033,2.871,4/5,5,2.2601,2.1615,4.36,-0.0065,0.0813,5/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0813).,1200
TFRP_ET_Rsh_TFR2,COMPLEX_NONLINEAR,n/a,44.424609,52.662823,46.14 to 55.07,37.9 to 45.45,2.8675,5/5,5,2.2595,2.1424,5.182,-0.007,0.09,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0900).,1200
MEASURE_ET_DC_SEC_X_Vg_at_I2_pos_FPSD3p2,COMPLEX_NONLINEAR,n/a,56.603742,59.677091,60.27 to 62.87,57.19 to 60.03,2.8615,5/5,5,2.2499,2.1922,2.562,0.0027,0.053,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0530).,1200
MEASURE_ET_DC_RF_Min_S21_Freq_L1018,SATURATION,positive,13.434163,,14.2 to 17.07,13.08 to 14.1,2.8583,5/5,5,2.2069,2.1696,1.693,0.0417,0.0722,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0722).,1200
MEASURE_ET_DC_SEC_X_Ron,SATURATION,positive,36.581384,,39.92 to 42.97,35.53 to 36.87,2.8544,5/5,5,2.2264,2.2054,0.944,0.0208,0.0349,3/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0349).,1200
MEASURE_ET_DC_RD_K,U_SHAPED,n/a,21.15001,,21.62 to 25.02,18.6 to 21.43,2.8473,4/5,5,2.2374,2.1818,2.484,0.0138,0.0604,5/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0604).,1200
TOPSIN_ET_DC_RF_Imax,COMPLEX_NONLINEAR,n/a,636.899664,711.227519,728.1 to 795.7,653.8 to 721.4,2.8469,5/5,5,2.2535,2.1461,4.764,-0.0019,0.0889,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0889).,1200
MEASURE_ET_DC_Stress_Id_stress_before,SATURATION,positive,4.483585,,3.498 to 5.075,-2.024 to 3.3,2.8462,5/5,5,2.2406,2.1845,2.503,0.0094,0.0623,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0623).,1200
