feature_name,source_type,present_in_original_csv,source_columns,modeling_status,exclusion_reason,feature_family,correlation_cluster_id,correlation_cluster_size
MEASURE_ET_R_f_tn_2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,154,1
MEASURE_ET_R_f_tn_3,original raw CSV column (numeric predictor),yes,,included,,MEASURE,165,1
MEASURE_ET_R114,original raw CSV column (numeric predictor),yes,,included,,MEASURE,953,1
MEASURE_ET_R214,original raw CSV column (numeric predictor),yes,,included,,MEASURE,121,1
MEASURE_ET_R314,original raw CSV column (numeric predictor),yes,,included,,MEASURE,715,1
MEASURE_ET_R414,original raw CSV column (numeric predictor),yes,,included,,MEASURE,159,1
MEASURE_ET_R514,original raw CSV column (numeric predictor),yes,,included,,MEASURE,240,1
MEASURE_ET_Ran_con_1,original raw CSV column (numeric predictor),yes,,included,,MEASURE,10,1
MEASURE_ET_Ran_con_1_OW_CR,original raw CSV column (numeric predictor),yes,,included,,MEASURE,727,1
MEASURE_ET_Ran_con_2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,748,1
MEASURE_ET_Ran_con_2_OW_CR,original raw CSV column (numeric predictor),yes,,included,,MEASURE,746,1
MEASURE_ET_Ran_con_3,original raw CSV column (numeric predictor),yes,,included,,MEASURE,546,1
MEASURE_ET_Ran_con_3_OW_CR,original raw CSV column (numeric predictor),yes,,included,,MEASURE,906,1
MEASURE_ET_Rc_an_ct2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,520,52
MEASURE_ET_Rc_an_ct2_OW_CR,original raw CSV column (numeric predictor),yes,,included,,MEASURE,518,4
MEASURE_ET_Rc_cat_ct2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,520,52
MEASURE_ET_Rc_cat_ct2_OW_ST,original raw CSV column (numeric predictor),yes,,included,,MEASURE,520,52
MEASURE_ET_Rc_F_AB_2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,520,52
MEASURE_ET_Rc_f_hr_23,original raw CSV column (numeric predictor),yes,,included,,MEASURE,517,2
MEASURE_ET_Rc_f_tn_23,original raw CSV column (numeric predictor),yes,,included,,MEASURE,520,52
MEASURE_ET_Rc_OG142,original raw CSV column (numeric predictor),yes,,included,,MEASURE,520,52
MEASURE_ET_Rc_OG142_GN,original raw CSV column (numeric predictor),yes,,included,,MEASURE,520,52
MEASURE_ET_Rc_OG144,original raw CSV column (numeric predictor),yes,,included,,MEASURE,522,1
MEASURE_ET_Rc_TF_AB_2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,520,52
MEASURE_ET_Rcat_cn_1,original raw CSV column (numeric predictor),yes,,included,,MEASURE,520,52
MEASURE_ET_Rcat_cn_1_OW_ST,original raw CSV column (numeric predictor),yes,,included,,MEASURE,520,52
MEASURE_ET_Rcat_cn_2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,520,52
MEASURE_ET_Rcat_cn_2_OW_ST,original raw CSV column (numeric predictor),yes,,included,,MEASURE,520,52
MEASURE_ET_Rcat_cn_3,original raw CSV column (numeric predictor),yes,,included,,MEASURE,520,52
MEASURE_ET_Rcat_cn_3_OW_ST,original raw CSV column (numeric predictor),yes,,included,,MEASURE,519,2
MEASURE_ET_RGAN1,original raw CSV column (numeric predictor),yes,,included,,MEASURE,415,1
MEASURE_ET_RGAN2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,178,1
MEASURE_ET_RGAN3,original raw CSV column (numeric predictor),yes,,included,,MEASURE,618,1
MEASURE_ET_Rsh_an_ct2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,532,1
MEASURE_ET_Rsh_an_ct2_OW_CR,original raw CSV column (numeric predictor),yes,,included,,MEASURE,514,1
MEASURE_ET_Rsh_cat_c2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,508,1
MEASURE_ET_Rsh_cat_c2_OW_ST,original raw CSV column (numeric predictor),yes,,included,,MEASURE,539,1
MEASURE_ET_Rsh_F_AB_2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,525,1
MEASURE_ET_Rsh_TF_AB2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,540,1
MEASURE_ET_sh_f_hr_23,original raw CSV column (numeric predictor),yes,,included,,MEASURE,713,1
MEASURE_ET_sh_f_tn_23,original raw CSV column (numeric predictor),yes,,included,,MEASURE,421,1
MEASURE_ET_sh_GA142,original raw CSV column (numeric predictor),yes,,included,,MEASURE,866,1
MEASURE_ET_sh_GA142_GN,original raw CSV column (numeric predictor),yes,,included,,MEASURE,964,1
MEASURE_ET_sh_GA144,original raw CSV column (numeric predictor),yes,,included,,MEASURE,487,1
MEASURE_ET_TANR,original raw CSV column (numeric predictor),yes,,included,,MEASURE,918,1
MEASURE_ET_TF_AB_1,original raw CSV column (numeric predictor),yes,,included,,MEASURE,919,1
MEASURE_ET_TF_AB_2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,599,1
MEASURE_ET_TF_AB_3,original raw CSV column (numeric predictor),yes,,included,,MEASURE,860,1
MEASURE_ET_TFR_AB,original raw CSV column (numeric predictor),yes,,included,,MEASURE,228,1
MEASURE_ET_TR_1F,original raw CSV column (numeric predictor),yes,,included,,MEASURE,912,1
MEASURE_ET_USV_Cappf,original raw CSV column (numeric predictor),yes,,included,,MEASURE,349,82
MEASURE_ET_USV_Cappf_0,original raw CSV column (numeric predictor),yes,,included,,MEASURE,349,82
MEASURE_ET_Vbkdn_C300pf,original raw CSV column (numeric predictor),yes,,included,,MEASURE,349,82
MEASURE_ET_Vbkdn_C385pf,original raw CSV column (numeric predictor),yes,,included,,MEASURE,724,1
MEASURE_ET_Vbkdn_Cap100,original raw CSV column (numeric predictor),yes,,included,,MEASURE,349,82
MEASURE_ET_Vbkdn_Cap100_Long,original raw CSV column (numeric predictor),yes,,included,,MEASURE,349,82
MEASURE_ET_Vbkdn_CapBig,original raw CSV column (numeric predictor),yes,,included,,MEASURE,349,82
MEASURE_ET_Vbpin,original raw CSV column (numeric predictor),yes,,included,,MEASURE,814,1
MEASURE_ET_Vbpin_D60,original raw CSV column (numeric predictor),yes,,included,,MEASURE,769,1
MEASURE_ET_Vg_gm_max,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_VIA_KLV,original raw CSV column (numeric predictor),yes,,included,,MEASURE,145,1
MEASURE_ET_VIA_KLV_2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,33,1
MEASURE_ET_VIA_KLV_8p5,original raw CSV column (numeric predictor),yes,,included,,MEASURE,705,1
MEASURE_ET_Vk,original raw CSV column (numeric predictor),yes,,included,,MEASURE,718,1
MEASURE_ET_Vp_1,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_Big_Ft,original raw CSV column (numeric predictor),yes,,included,,MEASURE,205,1
MEASURE_ET_DC_Big_Gm_0,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_Big_Gm_m0p2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_Big_Gm_max,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_Big_Id_gm_max,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_Big_Ids_m0p2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,649,1
MEASURE_ET_DC_Big_Idss,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_Big_Imax,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_Big_K,original raw CSV column (numeric predictor),yes,,included,,MEASURE,905,1
MEASURE_ET_DC_Big_MAG_10GHz,original raw CSV column (numeric predictor),yes,,included,,MEASURE,263,1
MEASURE_ET_DC_Big_MAG_18GHz,original raw CSV column (numeric predictor),yes,,included,,MEASURE,256,1
MEASURE_ET_DC_Big_S11ang_10GHz,original raw CSV column (numeric predictor),yes,,included,,MEASURE,106,1
MEASURE_ET_DC_Big_S11dB_10GHz,original raw CSV column (numeric predictor),yes,,included,,MEASURE,226,1
MEASURE_ET_DC_Big_S12ang_10GHz,original raw CSV column (numeric predictor),yes,,included,,MEASURE,76,1
MEASURE_ET_DC_Big_S12dB_10GHz,original raw CSV column (numeric predictor),yes,,included,,MEASURE,92,1
MEASURE_ET_DC_Big_S21ang_10GHz,original raw CSV column (numeric predictor),yes,,included,,MEASURE,300,1
MEASURE_ET_DC_Big_S21dB_10GHz,original raw CSV column (numeric predictor),yes,,included,,MEASURE,303,1
MEASURE_ET_DC_Big_S22ang_10GHz,original raw CSV column (numeric predictor),yes,,included,,MEASURE,196,1
MEASURE_ET_DC_Big_S22dB_10GHz,original raw CSV column (numeric predictor),yes,,included,,MEASURE,180,1
MEASURE_ET_DC_Big_Vdg_max,original raw CSV column (numeric predictor),yes,,included,,MEASURE,666,1
MEASURE_ET_DC_Big_Vdg_max_0p1mA,original raw CSV column (numeric predictor),yes,,included,,MEASURE,643,1
MEASURE_ET_DC_Big_Vds_max,original raw CSV column (numeric predictor),yes,,included,,MEASURE,943,1
MEASURE_ET_DC_Big_Vds_max_0p1mA,original raw CSV column (numeric predictor),yes,,included,,MEASURE,187,1
MEASURE_ET_DC_Big_Vg_gm_max,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_Big_Vg_max_Vd,original raw CSV column (numeric predictor),yes,,included,,MEASURE,179,1
MEASURE_ET_DC_Big_Vg_max_Vd_0p1mA,original raw CSV column (numeric predictor),yes,,included,,MEASURE,236,1
MEASURE_ET_DC_Big_Vg_optt1,original raw CSV column (numeric predictor),yes,,included,,MEASURE,980,1
MEASURE_ET_DC_Big_Vg_optt2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,71,1
MEASURE_ET_DC_Big_Vg_optt3,original raw CSV column (numeric predictor),yes,,included,,MEASURE,657,1
MEASURE_ET_DC_Big_Vp_01,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_Big_Vp_1,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_Diode_D_leak_65V,original raw CSV column (numeric predictor),yes,,included,,MEASURE,817,72
MEASURE_ET_DC_Diode_Rs,original raw CSV column (numeric predictor),yes,,included,,MEASURE,719,1
MEASURE_ET_DC_Diode_Rs_9p5,original raw CSV column (numeric predictor),yes,,included,,MEASURE,22,1
MEASURE_ET_DC_Diode_S11_dB_forw,original raw CSV column (numeric predictor),yes,,included,,MEASURE,346,1
MEASURE_ET_DC_Diode_S11_dB_forw_9p5,original raw CSV column (numeric predictor),yes,,included,,MEASURE,11,1
MEASURE_ET_DC_Diode_S11_dB_rev,original raw CSV column (numeric predictor),yes,,included,,MEASURE,172,1
MEASURE_ET_DC_Diode_S11_dB_rev_9p5,original raw CSV column (numeric predictor),yes,,included,,MEASURE,75,1
MEASURE_ET_DC_Diode_S21_dB_forw,original raw CSV column (numeric predictor),yes,,included,,MEASURE,264,1
MEASURE_ET_DC_Diode_S21_dB_forw_9p5,original raw CSV column (numeric predictor),yes,,included,,MEASURE,312,1
MEASURE_ET_DC_Diode_S21_dB_rev,original raw CSV column (numeric predictor),yes,,included,,MEASURE,294,1
MEASURE_ET_DC_Diode_S21_dB_rev_9p5,original raw CSV column (numeric predictor),yes,,included,,MEASURE,305,1
MEASURE_ET_DC_Diode_Vbpin,original raw CSV column (numeric predictor),yes,,included,,MEASURE,811,1
MEASURE_ET_DC_PIV_Drain_Lag_0,original raw CSV column (numeric predictor),yes,,included,,MEASURE,801,11
MEASURE_ET_DC_PIV_Drain_Lag_1,original raw CSV column (numeric predictor),yes,,included,,MEASURE,801,11
MEASURE_ET_DC_PIV_Drain_Lag_Idss,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_PIV_Drain_Lag_Imax,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_PIV_Gate_Lag_0,original raw CSV column (numeric predictor),yes,,included,,MEASURE,802,1
MEASURE_ET_DC_PIV_Gate_Lag_1,original raw CSV column (numeric predictor),yes,,included,,MEASURE,801,11
MEASURE_ET_DC_PIV_Gate_Lag_Idss,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_PIV_Gate_Lag_Imax,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_PIV_Ids0_QP1,original raw CSV column (numeric predictor),yes,,included,,MEASURE,425,1
MEASURE_ET_DC_PIV_Ids0_QP2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,827,1
MEASURE_ET_DC_PIV_Ids0_QP3,original raw CSV column (numeric predictor),yes,,included,,MEASURE,595,1
MEASURE_ET_DC_PIV_Ids1_QP1,original raw CSV column (numeric predictor),yes,,included,,MEASURE,982,1
MEASURE_ET_DC_PIV_Ids1_QP2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,969,1
MEASURE_ET_DC_PIV_Ids1_QP3,original raw CSV column (numeric predictor),yes,,included,,MEASURE,493,1
MEASURE_ET_DC_PIV_Idss_QP1,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_PIV_Idss_QP2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_PIV_Idss_QP3,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_PIV_Imax_QP1,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_PIV_Imax_QP2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_PIV_Imax_QP3,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_RD_Ft,original raw CSV column (numeric predictor),yes,,included,,MEASURE,439,1
MEASURE_ET_DC_RD_Id_Vbon_max,original raw CSV column (numeric predictor),yes,,included,,MEASURE,979,1
MEASURE_ET_DC_RD_Id_Vbon_min,original raw CSV column (numeric predictor),yes,,included,,MEASURE,97,1
MEASURE_ET_DC_RD_K,original raw CSV column (numeric predictor),yes,,included,,MEASURE,448,1
MEASURE_ET_DC_RD_MSG_18GHz,original raw CSV column (numeric predictor),yes,,included,,MEASURE,160,1
MEASURE_ET_DC_RD_MSG_35GHz,original raw CSV column (numeric predictor),yes,,included,,MEASURE,87,1
MEASURE_ET_DC_RD_S11ang_18GHz,original raw CSV column (numeric predictor),yes,,included,,MEASURE,214,1
MEASURE_ET_DC_RD_S11dB_18GHz,original raw CSV column (numeric predictor),yes,,included,,MEASURE,161,1
MEASURE_ET_DC_RD_S12ang_18GHz,original raw CSV column (numeric predictor),yes,,included,,MEASURE,387,1
MEASURE_ET_DC_RD_S12dB_18GHz,original raw CSV column (numeric predictor),yes,,included,,MEASURE,72,1
MEASURE_ET_DC_RD_S21ang_18GHz,original raw CSV column (numeric predictor),yes,,included,,MEASURE,306,1
MEASURE_ET_DC_RD_S21dB_18GHz,original raw CSV column (numeric predictor),yes,,included,,MEASURE,286,1
MEASURE_ET_DC_RD_S22ang_18GHz,original raw CSV column (numeric predictor),yes,,included,,MEASURE,336,1
MEASURE_ET_DC_RD_S22dB_18GHz,original raw CSV column (numeric predictor),yes,,included,,MEASURE,118,1
MEASURE_ET_DC_RD_Vboff,original raw CSV column (numeric predictor),yes,,included,,MEASURE,332,1
MEASURE_ET_DC_RD_Vboff_ON,original raw CSV column (numeric predictor),yes,,included,,MEASURE,241,1
MEASURE_ET_DC_RD_Vbon_max,original raw CSV column (numeric predictor),yes,,included,,MEASURE,465,1
MEASURE_ET_DC_RD_Vbon_min,original raw CSV column (numeric predictor),yes,,included,,MEASURE,658,1
MEASURE_ET_DC_RD_Vg_Vbon_max,original raw CSV column (numeric predictor),yes,,included,,MEASURE,624,1
MEASURE_ET_DC_RD_Vg_Vbon_min,original raw CSV column (numeric predictor),yes,,included,,MEASURE,632,1
MEASURE_ET_DC_RF_CF_S11_Mag_L1002,original raw CSV column (numeric predictor),yes,,included,,MEASURE,325,1
MEASURE_ET_DC_RF_CF_S11_Mag_L1018,original raw CSV column (numeric predictor),yes,,included,,MEASURE,271,1
MEASURE_ET_DC_RF_CF_S11_Mag_L2180,original raw CSV column (numeric predictor),yes,,included,,MEASURE,273,1
MEASURE_ET_DC_RF_CF_S11_Ph_L1002,original raw CSV column (numeric predictor),yes,,included,,MEASURE,193,1
MEASURE_ET_DC_RF_CF_S11_Ph_L1018,original raw CSV column (numeric predictor),yes,,included,,MEASURE,377,1
MEASURE_ET_DC_RF_CF_S11_Ph_L2180,original raw CSV column (numeric predictor),yes,,included,,MEASURE,232,1
MEASURE_ET_DC_RF_CF_S12_Mag_L1002,original raw CSV column (numeric predictor),yes,,included,,MEASURE,315,1
MEASURE_ET_DC_RF_CF_S12_Mag_L1018,original raw CSV column (numeric predictor),yes,,included,,MEASURE,268,1
MEASURE_ET_DC_RF_CF_S12_Mag_L2180,original raw CSV column (numeric predictor),yes,,included,,MEASURE,265,1
MEASURE_ET_DC_RF_CF_S12_Ph_L1002,original raw CSV column (numeric predictor),yes,,included,,MEASURE,98,1
MEASURE_ET_DC_RF_CF_S12_Ph_L1018,original raw CSV column (numeric predictor),yes,,included,,MEASURE,197,1
MEASURE_ET_DC_RF_CF_S12_Ph_L2180,original raw CSV column (numeric predictor),yes,,included,,MEASURE,119,1
MEASURE_ET_DC_RF_CF_S21_Mag_L1002,original raw CSV column (numeric predictor),yes,,included,,MEASURE,307,1
MEASURE_ET_DC_RF_CF_S21_Mag_L1018,original raw CSV column (numeric predictor),yes,,included,,MEASURE,288,1
MEASURE_ET_DC_RF_CF_S21_Mag_L2180,original raw CSV column (numeric predictor),yes,,included,,MEASURE,257,1
MEASURE_ET_DC_RF_CF_S21_Ph_L1002,original raw CSV column (numeric predictor),yes,,included,,MEASURE,308,1
MEASURE_ET_DC_RF_CF_S21_Ph_L1018,original raw CSV column (numeric predictor),yes,,included,,MEASURE,285,1
MEASURE_ET_DC_RF_CF_S21_Ph_L2180,original raw CSV column (numeric predictor),yes,,included,,MEASURE,291,1
MEASURE_ET_DC_RF_CF_S22_Mag_L1002,original raw CSV column (numeric predictor),yes,,included,,MEASURE,279,1
MEASURE_ET_DC_RF_CF_S22_Mag_L1018,original raw CSV column (numeric predictor),yes,,included,,MEASURE,266,1
MEASURE_ET_DC_RF_CF_S22_Mag_L2180,original raw CSV column (numeric predictor),yes,,included,,MEASURE,278,1
MEASURE_ET_DC_RF_CF_S22_Ph_L1002,original raw CSV column (numeric predictor),yes,,included,,MEASURE,155,1
MEASURE_ET_DC_RF_CF_S22_Ph_L1018,original raw CSV column (numeric predictor),yes,,included,,MEASURE,406,1
MEASURE_ET_DC_RF_CF_S22_Ph_L2180,original raw CSV column (numeric predictor),yes,,included,,MEASURE,23,1
MEASURE_ET_DC_RF_Freq_cut_L1002,original raw CSV column (numeric predictor),yes,,included,,MEASURE,481,1
MEASURE_ET_DC_RF_Freq_cut_L1018,original raw CSV column (numeric predictor),yes,,included,,MEASURE,247,1
MEASURE_ET_DC_RF_Freq_cut_L2180,original raw CSV column (numeric predictor),yes,,included,,MEASURE,933,1
MEASURE_ET_DC_RF_Ft,original raw CSV column (numeric predictor),yes,,included,,MEASURE,388,1
MEASURE_ET_DC_RF_Ft_W,original raw CSV column (numeric predictor),yes,,included,,MEASURE,986,1
MEASURE_ET_DC_RF_Gm_0,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_RF_Gm_0_W,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_RF_Gm_m0p2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_RF_Gm_m0p2_W,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_RF_Gm_max,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_RF_Gm_max_W,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
