parameter_A,parameter_B,parameter_C,contrast_3way,max_2way_contrast_in_cube,adds_beyond_lower_order,"high_yield_region_(A,B,C)_bins",high_yield_mean,"low_yield_region_(A,B,C)_bins",low_yield_mean,min_cell_count,fold_sign_reproducibility,evidence_label,reason
MEASURE_ET_DC_SEC_X_Bin,OHMIC_ET_Rsh_an_ct2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.1438,0.4563,False,"(1, 0, 0)",93.197,"(1, 1, 1)",89.949,88.0,1/4,WEAK,
MEASURE_ET_DC_SEC_X_Bin,SIN_GATE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.0648,0.3844,False,"(0, 0, 0)",93.262,"(1, 1, 1)",89.556,93.0,5/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,SIN_GATE_ET_Rc_an_ct2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.084,0.4224,False,"(0, 0, 0)",93.158,"(1, 1, 1)",90.285,114.0,3/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,TFRP_ET_Rc_TF_AB_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.0754,0.4599,False,"(0, 0, 0)",93.169,"(1, 1, 1)",90.311,123.0,3/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,THIN_ET_C_AN_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0296,0.4726,False,"(1, 0, 0)",93.075,"(1, 1, 1)",89.786,119.0,1/5,WEAK,
MEASURE_ET_DC_SEC_X_Bin,THIN_ET_R314,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.2169,0.4773,False,"(1, 0, 0)",92.779,"(1, 0, 1)",89.571,120.0,4/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,THIN_ET_Rc_F_AB_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.1299,0.4455,False,"(1, 0, 0)",92.807,"(1, 1, 1)",90.275,116.0,3/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,THIN_ET_Rc_OG142,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.1901,0.3479,False,"(0, 0, 0)",93.443,"(1, 1, 1)",89.461,104.0,4/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,THIN_ET_Rc_TF_AB_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0647,0.4479,False,"(1, 0, 0)",93.021,"(1, 1, 1)",89.798,129.0,2/5,WEAK,
MEASURE_ET_DC_SEC_X_Bin,THIN_ET_Rc_cat_ct2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.1626,0.4505,False,"(0, 1, 0)",92.895,"(1, 1, 1)",90.162,110.0,4/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,THIN_ET_Rc_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0242,0.459,False,"(1, 0, 0)",92.873,"(1, 1, 1)",89.928,111.0,2/5,WEAK,
MEASURE_ET_DC_SEC_X_Bin,THIN_ET_Rc_f_tn_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.2357,0.4347,False,"(1, 0, 0)",93.05,"(1, 1, 1)",90.212,104.0,3/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,THIN_ET_Rcat_cn_1_OW_ST,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.1404,0.4371,False,"(1, 0, 0)",93.072,"(1, 1, 1)",90.038,97.0,4/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,THIN_ET_Rcat_cn_2_OW_ST,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0011,0.465,False,"(1, 1, 0)",92.953,"(1, 1, 1)",90.022,117.0,0/5,INCONCLUSIVE,
MEASURE_ET_DC_SEC_X_Bin,THIN_ET_Rsh_an_ct2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0554,0.435,False,"(1, 0, 0)",92.826,"(1, 1, 1)",89.885,79.0,1/3,WEAK,
MEASURE_ET_DC_SEC_X_Bin,THIN_ET_TF_AB_1,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0402,0.4373,False,"(0, 0, 0)",92.965,"(1, 1, 1)",90.2,114.0,3/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.401,0.5035,False,"(1, 0, 0)",93.035,"(1, 0, 1)",89.835,118.0,3/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,THIN_Measure2_Thickness_after_grinding,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.2279,0.4459,False,"(0, 0, 0)",93.083,"(1, 1, 1)",89.864,103.0,5/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,TOPSIN_ET_C100CapPARCAP,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.2077,0.4202,False,"(0, 0, 0)",93.41,"(1, 1, 1)",89.578,122.0,5/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_RF_Vg_max_Vd,-0.0527,0.4787,False,"(1, 0, 0)",92.792,"(1, 1, 1)",90.259,110.0,3/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,0.1082,0.4677,False,"(1, 0, 0)",92.933,"(1, 1, 0)",90.28,124.0,4/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_OHMC,-0.1436,0.4879,False,"(1, 0, 0)",92.908,"(1, 1, 1)",89.897,130.0,3/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_R_f_hr_2,-0.3772,0.4785,False,"(0, 0, 0)",93.045,"(1, 1, 1)",89.334,115.0,5/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_Rc_OG142_GN,-0.1019,0.4687,False,"(0, 0, 0)",93.272,"(1, 1, 1)",90.243,131.0,5/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_Rc_OG144,-0.0662,0.4065,False,"(0, 0, 0)",93.459,"(1, 1, 1)",90.038,104.0,4/4,MODERATE,
MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,MEASURE_ET_DC_SMALL_Ids_m0p2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0766,0.1155,False,"(0, 0, 0)",93.56,"(1, 1, 1)",90.876,91.0,2/2,WEAK,
MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,MEASURE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.389,0.2472,True,"(0, 0, 0)",93.899,"(1, 1, 1)",89.375,101.0,5/5,STRONG,
MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,THIN_ET_sh_f_hr_23,TOPSIN_ET_CapFICM1,0.2397,0.2237,True,"(1, 0, 0)",92.602,"(1, 1, 0)",90.937,133.0,5/5,STRONG,
MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0413,0.0894,False,"(0, 0, 0)",93.308,"(1, 0, 1)",90.904,92.0,0/1,INCONCLUSIVE,
MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,0.2783,0.0672,True,"(0, 0, 1)",93.217,"(1, 1, 0)",90.779,94.0,3/4,MODERATE,
MEASURE_ET_DC_SEC_X_Vg_at_I2_pos,MEASURE_ET_DC_SMALL_Ids_m0p2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.2086,0.0602,True,"(1, 0, 0)",93.51,"(0, 1, 1)",90.611,111.0,5/5,STRONG,
MEASURE_ET_DC_SEC_X_Vg_at_I2_pos,MEASURE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.0778,0.2601,False,"(0, 0, 0)",93.007,"(1, 1, 1)",90.391,107.0,2/4,WEAK,
MEASURE_ET_DC_SEC_X_Vg_at_I2_pos,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.0354,0.0851,False,"(1, 1, 0)",93.056,"(0, 1, 1)",91.1,93.0,0/2,INCONCLUSIVE,
MEASURE_ET_DC_SEC_X_Vg_at_I2_pos,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,0.0488,0.0786,False,"(1, 0, 0)",93.183,"(0, 1, 1)",90.885,106.0,3/5,MODERATE,
MEASURE_ET_DC_SMALL_Ids_m0p2,MEASURE_ET_DC_SMALL_Vp_1,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.1361,0.0637,True,"(0, 1, 0)",93.538,"(1, 0, 1)",90.75,121.0,3/4,MODERATE,
MEASURE_ET_DC_SMALL_Ids_m0p2,MEASURE_ET_Load_Pull_Gss,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.0875,0.1519,False,"(0, 1, 0)",93.292,"(1, 1, 1)",90.682,115.0,4/4,MODERATE,
MEASURE_ET_DC_SMALL_Ids_m0p2,MEASURE_ET_RF_Modeling_Id_search,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.317,0.2518,True,"(0, 0, 0)",93.479,"(1, 1, 1)",89.769,127.0,5/5,STRONG,
MEASURE_ET_DC_SMALL_Ids_m0p2,MEASURE_ET_RF_Modeling_S22dB_10GHz,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.2112,0.2284,False,"(0, 0, 0)",93.198,"(1, 0, 1)",90.5,97.0,4/5,MODERATE,
MEASURE_ET_DC_SMALL_Ids_m0p2,MEASURE_ET_RF_Modeling_ids_m0p2_W,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0013,0.2934,False,"(0, 1, 0)",93.208,"(1, 1, 1)",90.771,124.0,3/5,MODERATE,
MEASURE_ET_DC_SMALL_Ids_m0p2,MEASURE_ET_Rc_F_AB_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0785,0.0532,True,"(0, 0, 0)",93.243,"(1, 1, 1)",90.862,124.0,0/5,INCONCLUSIVE,
MEASURE_ET_DC_SMALL_Ids_m0p2,MEASURE_ET_Rc_OG142,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0281,0.1624,False,"(0, 0, 0)",93.16,"(1, 1, 1)",90.923,123.0,1/5,WEAK,
MEASURE_ET_DC_SMALL_Ids_m0p2,MEASURE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.125,0.3044,False,"(0, 0, 0)",93.216,"(1, 1, 1)",89.504,115.0,5/5,MODERATE,
MEASURE_ET_DC_SMALL_Ids_m0p2,MEASURE_ET_Rc_OG144,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.2108,0.4107,False,"(0, 0, 0)",93.257,"(1, 1, 1)",89.593,98.0,4/4,MODERATE,
MEASURE_ET_DC_SMALL_Ids_m0p2,MEASURE_ET_Rc_TF_AB_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.0095,0.1795,False,"(0, 0, 0)",93.425,"(1, 1, 1)",90.722,126.0,5/5,MODERATE,
MEASURE_ET_DC_SMALL_Ids_m0p2,MEASURE_ET_Rc_an_ct2,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.2731,0.1799,True,"(0, 0, 0)",93.783,"(1, 1, 1)",89.861,128.0,5/5,STRONG,
MEASURE_ET_DC_SMALL_Ids_m0p2,MEASURE_ET_Rc_cat_ct2_OW_ST,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.2398,0.0581,True,"(0, 0, 0)",93.728,"(1, 1, 1)",90.276,115.0,5/5,STRONG,
MEASURE_ET_DC_SMALL_Ids_m0p2,MEASURE_ET_Rcat_cn_1_OW_ST,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.1837,0.1307,True,"(0, 0, 0)",93.743,"(1, 1, 1)",90.429,123.0,3/5,MODERATE,
MEASURE_ET_DC_SMALL_Ids_m0p2,MEASURE_ET_Rcat_cn_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.087,0.2423,False,"(0, 0, 0)",93.326,"(1, 0, 1)",90.921,130.0,3/5,MODERATE,
MEASURE_ET_DC_SMALL_Ids_m0p2,MEASURE_ET_Rsh_cat_c2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.1322,0.1719,False,"(0, 0, 0)",93.405,"(1, 0, 1)",90.744,108.0,4/5,MODERATE,
MEASURE_ET_DC_SMALL_Ids_m0p2,MESA_ET_Probe_Number,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0336,0.3075,False,"(0, 0, 0)",93.363,"(1, 0, 1)",90.637,113.0,2/4,WEAK,
MEASURE_ET_DC_SMALL_Ids_m0p2,OHMIC_ET_OHMC,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.0638,0.2119,False,"(0, 0, 0)",93.485,"(1, 0, 1)",90.931,79.0,0/2,INCONCLUSIVE,
MEASURE_ET_DC_SMALL_Ids_m0p2,OHMIC_ET_Rc_an_ct2,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.0202,0.2003,False,"(0, 0, 0)",93.356,"(1, 1, 1)",90.389,128.0,5/5,MODERATE,
MEASURE_ET_DC_SMALL_Ids_m0p2,OHMIC_ET_Rsh_an_ct2,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.0312,0.0591,False,"(0, 0, 0)",93.588,"(1, 1, 1)",90.362,120.0,5/5,MODERATE,
MEASURE_ET_DC_SMALL_Ids_m0p2,SIN_GATE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.4333,0.3201,True,"(0, 0, 0)",93.828,"(1, 1, 1)",89.294,122.0,5/5,STRONG,
MEASURE_ET_DC_SMALL_Ids_m0p2,SIN_GATE_ET_Rc_an_ct2,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.2339,0.102,True,"(0, 0, 0)",93.758,"(1, 1, 1)",90.124,126.0,5/5,STRONG,
MEASURE_ET_DC_SMALL_Ids_m0p2,SIN_GATE_ET_lkg_SY8_80,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.2801,0.1867,True,"(0, 0, 0)",93.192,"(0, 1, 1)",90.896,45.0,1/1,WEAK,
MEASURE_ET_DC_SMALL_Ids_m0p2,TFRP_ET_Rc_TF_AB_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.2882,0.0654,True,"(0, 0, 0)",93.452,"(1, 1, 1)",90.425,120.0,5/5,STRONG,
MEASURE_ET_DC_SMALL_Ids_m0p2,THIN_ET_C_AN_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0052,0.1826,False,"(0, 1, 0)",93.373,"(1, 1, 1)",90.524,108.0,1/5,WEAK,
MEASURE_ET_DC_SMALL_Ids_m0p2,THIN_ET_R314,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.0803,0.2219,False,"(0, 0, 0)",93.273,"(1, 0, 1)",90.421,121.0,5/5,MODERATE,
MEASURE_ET_DC_SMALL_Ids_m0p2,THIN_ET_Rc_F_AB_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0217,0.1963,False,"(0, 1, 0)",93.16,"(1, 1, 1)",90.215,116.0,0/5,INCONCLUSIVE,
MEASURE_ET_DC_SMALL_Ids_m0p2,THIN_ET_Rc_OG142,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.1418,0.3396,False,"(0, 0, 0)",93.766,"(1, 1, 1)",89.634,113.0,5/5,MODERATE,
MEASURE_ET_DC_SMALL_Ids_m0p2,THIN_ET_Rc_TF_AB_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.0513,0.3003,False,"(0, 1, 0)",93.186,"(1, 1, 1)",89.803,121.0,4/5,MODERATE,
MEASURE_ET_DC_SMALL_Ids_m0p2,THIN_ET_Rc_cat_ct2,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.1589,0.2722,False,"(0, 1, 0)",93.145,"(1, 1, 1)",90.263,124.0,3/5,MODERATE,
MEASURE_ET_DC_SMALL_Ids_m0p2,THIN_ET_Rc_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.3428,0.2402,True,"(0, 0, 0)",93.446,"(1, 1, 1)",90.038,112.0,5/5,STRONG,
MEASURE_ET_DC_SMALL_Ids_m0p2,THIN_ET_Rc_f_tn_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0553,0.1196,False,"(0, 0, 0)",93.217,"(1, 1, 1)",90.414,117.0,3/5,MODERATE,
MEASURE_ET_DC_SMALL_Ids_m0p2,THIN_ET_Rcat_cn_1_OW_ST,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.2189,0.1168,True,"(0, 0, 0)",93.733,"(1, 1, 1)",90.001,121.0,4/5,STRONG,
MEASURE_ET_DC_SMALL_Ids_m0p2,THIN_ET_Rcat_cn_2_OW_ST,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.1739,0.2687,False,"(0, 1, 0)",93.266,"(1, 1, 1)",89.977,113.0,5/5,MODERATE,
MEASURE_ET_DC_SMALL_Ids_m0p2,THIN_ET_Rsh_an_ct2,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.1095,0.3328,False,"(0, 1, 0)",93.23,"(1, 1, 1)",89.512,97.0,3/4,MODERATE,
MEASURE_ET_DC_SMALL_Ids_m0p2,THIN_ET_TF_AB_1,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.5507,0.1672,True,"(0, 0, 0)",93.897,"(1, 1, 1)",89.726,124.0,5/5,STRONG,
MEASURE_ET_DC_SMALL_Ids_m0p2,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.1795,0.0424,True,"(0, 1, 0)",93.235,"(1, 0, 1)",90.668,116.0,2/4,WEAK,
MEASURE_ET_DC_SMALL_Ids_m0p2,THIN_Measure2_Thickness_after_grinding,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.1997,0.1889,True,"(0, 1, 0)",93.134,"(1, 1, 1)",90.716,120.0,4/5,STRONG,
MEASURE_ET_DC_SMALL_Ids_m0p2,TOPSIN_ET_C100CapPARCAP,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.1734,0.1834,False,"(0, 0, 0)",93.675,"(1, 1, 1)",89.758,116.0,5/5,MODERATE,
MEASURE_ET_DC_SMALL_Ids_m0p2,TOPSIN_ET_CapFICM1,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.2612,0.2394,True,"(0, 0, 0)",93.543,"(1, 0, 1)",90.451,124.0,4/4,STRONG,
MEASURE_ET_DC_SMALL_Ids_m0p2,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_RF_Vg_max_Vd,-0.0607,0.261,False,"(0, 0, 0)",93.521,"(1, 1, 1)",90.95,117.0,4/5,MODERATE,
MEASURE_ET_DC_SMALL_Ids_m0p2,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.0405,0.0443,False,"(0, 0, 0)",93.293,"(1, 1, 1)",90.699,117.0,3/5,MODERATE,
MEASURE_ET_DC_SMALL_Ids_m0p2,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_OHMC,0.2296,0.1509,True,"(0, 0, 1)",93.342,"(1, 1, 0)",90.894,129.0,4/5,STRONG,
MEASURE_ET_DC_SMALL_Ids_m0p2,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_R_f_hr_2,-0.2252,0.3044,False,"(0, 0, 0)",93.209,"(1, 1, 1)",89.875,106.0,5/5,MODERATE,
MEASURE_ET_DC_SMALL_Ids_m0p2,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_Rc_OG142_GN,-0.3889,0.0948,True,"(0, 0, 0)",93.804,"(1, 1, 1)",90.46,132.0,5/5,STRONG,
MEASURE_ET_DC_SMALL_Ids_m0p2,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_Rc_OG144,-0.0866,0.112,False,"(0, 0, 0)",93.705,"(1, 1, 1)",90.508,131.0,3/5,MODERATE,
MEASURE_ET_DC_SMALL_Vp_1,MEASURE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.073,0.3105,False,"(1, 0, 0)",93.081,"(1, 1, 1)",89.907,56.0,2/2,WEAK,
MEASURE_ET_DC_SMALL_Vp_1,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.0198,0.0881,False,"(1, 0, 0)",93.042,"(0, 0, 1)",91.121,127.0,5/5,MODERATE,
MEASURE_ET_DC_SMALL_Vp_1,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,0.0952,0.2176,False,"(1, 0, 0)",93.002,"(0, 1, 1)",90.65,120.0,4/5,MODERATE,
MEASURE_ET_Load_Pull_Gss,MEASURE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.2333,0.2385,False,"(1, 0, 0)",93.149,"(1, 1, 1)",90.125,103.0,5/5,MODERATE,
MEASURE_ET_Load_Pull_Gss,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0347,0.1316,False,"(1, 0, 0)",92.95,"(1, 0, 1)",91.161,103.0,2/4,WEAK,
MEASURE_ET_Load_Pull_Gss,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.0992,0.332,False,"(1, 0, 0)",93.148,"(1, 1, 1)",90.49,81.0,3/4,MODERATE,
MEASURE_ET_RF_Modeling_Id_search,MEASURE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.0611,0.3672,False,"(1, 0, 0)",93.337,"(1, 1, 1)",90.105,60.0,0/0,INCONCLUSIVE,
MEASURE_ET_RF_Modeling_Id_search,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.1061,0.0844,True,"(0, 1, 0)",93.124,"(1, 0, 1)",90.788,99.0,3/3,MODERATE,
MEASURE_ET_RF_Modeling_Id_search,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.2172,0.14,True,"(0, 0, 0)",93.642,"(1, 1, 1)",90.28,80.0,2/3,WEAK,
MEASURE_ET_RF_Modeling_S22dB_10GHz,MEASURE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.2593,0.2597,False,"(0, 0, 0)",93.107,"(0, 1, 1)",89.654,117.0,5/5,MODERATE,
MEASURE_ET_RF_Modeling_S22dB_10GHz,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0305,0.3275,False,"(0, 0, 0)",93.12,"(0, 1, 1)",90.655,125.0,4/5,MODERATE,
MEASURE_ET_RF_Modeling_S22dB_10GHz,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.0629,0.1678,False,"(0, 0, 0)",93.044,"(0, 1, 1)",90.863,117.0,3/5,MODERATE,
MEASURE_ET_RF_Modeling_ids_m0p2_W,MEASURE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0232,0.2159,False,"(1, 0, 0)",93.445,"(1, 1, 1)",90.334,54.0,0/3,INCONCLUSIVE,
MEASURE_ET_RF_Modeling_ids_m0p2_W,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.341,0.0938,True,"(0, 1, 0)",93.199,"(0, 1, 1)",90.965,108.0,3/4,MODERATE,
MEASURE_ET_RF_Modeling_ids_m0p2_W,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,0.1663,0.3575,False,"(0, 0, 0)",93.375,"(0, 1, 1)",90.483,92.0,3/4,MODERATE,
MEASURE_ET_Ran_con_3,MEASURE_ET_Rc_OG142_GN,THIN_ET_lkg_100_at20V,-0.1605,0.1629,False,"(0, 0, 0)",93.325,"(1, 1, 1)",90.152,93.0,4/5,MODERATE,
MEASURE_ET_Ran_con_3,MEASURE_ET_Rcat_cn_2,THIN_ET_lkg_100_at20V,-0.053,0.1557,False,"(0, 0, 0)",93.045,"(1, 1, 1)",90.698,118.0,4/5,MODERATE,
MEASURE_ET_Ran_con_3,SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,-0.0006,0.1977,False,"(0, 0, 0)",93.103,"(1, 1, 1)",90.139,112.0,2/5,WEAK,
MEASURE_ET_Rc_F_AB_2,MEASURE_ET_Rc_OG142_GN,THIN_ET_lkg_100_at20V,-0.1449,0.3045,False,"(0, 0, 0)",93.366,"(0, 1, 1)",90.699,70.0,2/2,WEAK,
MEASURE_ET_Rc_F_AB_2,MEASURE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.1586,0.2912,False,"(0, 0, 0)",93.047,"(1, 1, 1)",90.303,50.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_F_AB_2,MEASURE_ET_Rcat_cn_2,THIN_ET_lkg_100_at20V,-0.3691,0.4638,False,"(0, 1, 0)",93.281,"(0, 0, 1)",90.946,47.0,1/1,WEAK,
MEASURE_ET_Rc_F_AB_2,SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,-0.2432,0.4708,False,"(0, 1, 0)",93.406,"(1, 1, 1)",90.308,79.0,2/2,WEAK,
MEASURE_ET_Rc_F_AB_2,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.3674,0.0687,True,"(0, 1, 0)",93.336,"(1, 0, 1)",90.718,110.0,4/5,STRONG,
MEASURE_ET_Rc_F_AB_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.2411,0.1589,True,"(0, 0, 0)",93.707,"(1, 1, 1)",90.868,107.0,4/5,STRONG,
MEASURE_ET_Rc_OG142,MEASURE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.2463,0.3407,False,"(1, 0, 0)",94.171,"(0, 1, 1)",90.37,62.0,0/1,INCONCLUSIVE,
MEASURE_ET_Rc_OG142,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.3939,0.1983,True,"(1, 0, 0)",92.996,"(1, 0, 1)",90.438,122.0,4/4,STRONG,
MEASURE_ET_Rc_OG142,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.0602,0.1092,False,"(1, 0, 0)",92.89,"(1, 1, 1)",90.725,112.0,4/5,MODERATE,
MEASURE_ET_Rc_OG142_GN,MEASURE_ET_Rc_OG144,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.1868,0.5003,False,"(0, 1, 0)",93.674,"(1, 1, 1)",89.647,67.0,2/2,WEAK,
MEASURE_ET_Rc_OG142_GN,MEASURE_ET_Rc_TF_AB_2,THIN_ET_lkg_100_at20V,0.2414,0.0714,True,"(0, 1, 0)",93.597,"(1, 0, 1)",89.97,46.0,0/0,INCONCLUSIVE,
